Serial No.,Make,Model,Year,Fuel Type Group,Engine HP,Engine Cylinders,Transmission Type,Driving Wheels,Number of Doors,Market Category,Vehicle Size,Vehicle Style,Highway Mileage (mpg),City Mileage (mpg),Popularity Rating,MSRP
4311,Ford,F-150,2017,flex-fuel,282,6,AUTOMATIC,rear wheel drive,2,Flex Fuel,Large,Regular Cab Pickup,25,18,5657,31905
4312,Ford,F-150,2017,flex-fuel,385,8,AUTOMATIC,four wheel drive,4,Flex Fuel,Large,Extended Cab Pickup,21,15,5657,44540
4313,Ford,F-150,2017,unleaded,325,6,AUTOMATIC,four wheel drive,4,Flex Fuel,Large,Crew Cab Pickup,23,18,5657,45845
4314,Ford,F-150,2017,flex-fuel,385,8,AUTOMATIC,four wheel drive,4,Flex Fuel,Large,Crew Cab Pickup,21,15,5657,38325
4315,Ford,F-150,2017,flex-fuel,282,6,AUTOMATIC,four wheel drive,2,Flex Fuel,Large,Regular Cab Pickup,23,17,5657,31185
4316,Ford,F-150,2017,unleaded,325,6,AUTOMATIC,rear wheel drive,4,Flex Fuel,Large,Extended Cab Pickup,26,19,5657,40065
4317,Ford,F-150,2017,flex-fuel,385,8,AUTOMATIC,four wheel drive,4,Flex Fuel,Large,Crew Cab Pickup,21,15,5657,53704
4318,Ford,F-150,2017,flex-fuel,385,8,AUTOMATIC,four wheel drive,4,Flex Fuel,Large,Crew Cab Pickup,21,15,5657,54004
4319,Ford,F-150,2017,flex-fuel,282,6,AUTOMATIC,rear wheel drive,4,Flex Fuel,Large,Crew Cab Pickup,25,18,5657,35055
4320,Ford,F-150,2017,flex-fuel,385,8,AUTOMATIC,rear wheel drive,4,Flex Fuel,Large,Crew Cab Pickup,22,15,5657,52835
4321,Ford,F-150,2017,flex-fuel,385,8,AUTOMATIC,four wheel drive,4,Flex Fuel,Large,Crew Cab Pickup,21,15,5657,42425
4322,Ford,F-150,2017,flex-fuel,385,8,AUTOMATIC,four wheel drive,4,Flex Fuel,Large,Crew Cab Pickup,21,15,5657,56555
4323,Ford,F-150,2017,flex-fuel,282,6,AUTOMATIC,four wheel drive,2,Flex Fuel,Large,Regular Cab Pickup,23,17,5657,35630
4324,Ford,F-150,2017,unleaded,325,6,AUTOMATIC,rear wheel drive,4,Flex Fuel,Large,Crew Cab Pickup,26,19,5657,34165
4325,Ford,F-150,2017,flex-fuel,282,6,AUTOMATIC,four wheel drive,2,Flex Fuel,Large,Regular Cab Pickup,23,17,5657,31485
4326,Ford,F-150,2017,unleaded,325,6,AUTOMATIC,rear wheel drive,4,Flex Fuel,Large,Extended Cab Pickup,26,19,5657,35895
4327,Ford,F-150,2017,flex-fuel,385,8,AUTOMATIC,rear wheel drive,4,Flex Fuel,Large,Crew Cab Pickup,22,15,5657,50280
4328,Ford,F-150,2017,flex-fuel,282,6,AUTOMATIC,four wheel drive,4,Flex Fuel,Large,Extended Cab Pickup,23,17,5657,38215
4329,Ford,F-150,2017,flex-fuel,385,8,AUTOMATIC,four wheel drive,4,Flex Fuel,Large,Extended Cab Pickup,21,15,5657,35870
4330,Ford,F-150,2017,unleaded,325,6,AUTOMATIC,rear wheel drive,4,Flex Fuel,Large,Crew Cab Pickup,26,19,5657,42425
4331,Ford,F-150,2017,flex-fuel,282,6,AUTOMATIC,rear wheel drive,2,Flex Fuel,Large,Regular Cab Pickup,25,18,5657,26840
4332,Ford,F-150,2017,flex-fuel,282,6,AUTOMATIC,four wheel drive,2,Flex Fuel,Large,Regular Cab Pickup,23,17,5657,35330
4333,Ford,F-150,2017,unleaded,325,6,AUTOMATIC,four wheel drive,4,Flex Fuel,Large,Extended Cab Pickup,23,18,5657,43490
4334,Ford,F-150,2017,flex-fuel,282,6,AUTOMATIC,rear wheel drive,2,Flex Fuel,Large,Regular Cab Pickup,25,18,5657,32210
4335,Ford,F-150,2017,unleaded,325,6,AUTOMATIC,rear wheel drive,4,Flex Fuel,Large,Crew Cab Pickup,26,19,5657,42725
4336,Ford,F-150,2017,flex-fuel,385,8,AUTOMATIC,rear wheel drive,4,Flex Fuel,Large,Crew Cab Pickup,22,15,5657,50580
4337,Ford,F-150,2017,flex-fuel,282,6,AUTOMATIC,rear wheel drive,4,Flex Fuel,Large,Crew Cab Pickup,25,18,5657,37140
4338,Ford,F-150,2017,flex-fuel,282,6,AUTOMATIC,rear wheel drive,4,Flex Fuel,Large,Extended Cab Pickup,25,18,5657,34790
4339,Ford,F-150,2017,flex-fuel,282,6,AUTOMATIC,rear wheel drive,4,Flex Fuel,Large,Extended Cab Pickup,25,18,5657,30600
4340,Ford,F-150,2017,flex-fuel,282,6,AUTOMATIC,four wheel drive,4,Flex Fuel,Large,Extended Cab Pickup,23,17,5657,34025
4341,Ford,F-150,2017,unleaded,365,6,AUTOMATIC,four wheel drive,4,Performance,Large,Crew Cab Pickup,23,17,5657,63025
4342,Ford,F-150,2017,unleaded,325,6,AUTOMATIC,rear wheel drive,4,Flex Fuel,Large,Crew Cab Pickup,26,19,5657,38250
4343,Ford,F-150,2017,flex-fuel,282,6,AUTOMATIC,four wheel drive,4,Flex Fuel,Large,Crew Cab Pickup,23,17,5657,40635
4344,Ford,F-150,2017,flex-fuel,385,8,AUTOMATIC,rear wheel drive,4,Flex Fuel,Large,Crew Cab Pickup,22,15,5657,53135
4345,Ford,F-250,1997,unleaded,220,8,MANUAL,rear wheel drive,2,Miscellaneous,Large,Regular Cab Pickup,17,12,5657,3104
4346,Ford,F-250,1997,unleaded,220,8,MANUAL,four wheel drive,2,Miscellaneous,Large,Regular Cab Pickup,17,12,5657,2862
4347,Ford,F-250,1997,unleaded,220,8,MANUAL,four wheel drive,3,Miscellaneous,Large,Extended Cab Pickup,17,12,5657,3433
4348,Ford,F-250,1997,unleaded,220,8,MANUAL,four wheel drive,3,Miscellaneous,Large,Extended Cab Pickup,17,12,5657,3215
4349,Ford,F-250,1997,unleaded,220,8,MANUAL,four wheel drive,3,Miscellaneous,Large,Extended Cab Pickup,17,12,5657,3059
4350,Ford,F-250,1997,unleaded,220,8,MANUAL,four wheel drive,2,Miscellaneous,Large,Regular Cab Pickup,17,12,5657,3214
4351,Ford,F-250,1997,unleaded,220,8,MANUAL,rear wheel drive,3,Miscellaneous,Large,Extended Cab Pickup,17,12,5657,3241
4352,Ford,F-250,1997,unleaded,220,8,MANUAL,rear wheel drive,2,Miscellaneous,Large,Regular Cab Pickup,17,12,5657,2956
4353,Ford,F-250,1997,unleaded,220,8,MANUAL,four wheel drive,2,Miscellaneous,Large,Regular Cab Pickup,17,12,5657,3394
4354,Ford,F-250,1997,unleaded,220,8,MANUAL,rear wheel drive,3,Miscellaneous,Large,Extended Cab Pickup,17,12,5657,2836
4355,Ford,F-250,1997,unleaded,220,8,MANUAL,rear wheel drive,2,Miscellaneous,Large,Regular Cab Pickup,17,12,5657,2529
4356,Ford,F-250,1997,unleaded,220,8,MANUAL,rear wheel drive,2,Miscellaneous,Large,Regular Cab Pickup,17,12,5657,2577
4357,Ford,F-250,1997,unleaded,220,8,MANUAL,rear wheel drive,3,Miscellaneous,Large,Extended Cab Pickup,17,12,5657,2787
4358,Ford,F-250,1997,unleaded,220,8,MANUAL,four wheel drive,2,Miscellaneous,Large,Regular Cab Pickup,17,12,5657,3008
4359,Ford,F-250,1997,unleaded,220,8,MANUAL,rear wheel drive,3,Miscellaneous,Large,Extended Cab Pickup,17,12,5657,3156
4360,Ford,F-250,1997,unleaded,220,8,MANUAL,four wheel drive,3,Miscellaneous,Large,Extended Cab Pickup,17,12,5657,3431
4361,Ford,F-250,1998,unleaded,220,8,MANUAL,rear wheel drive,2,Miscellaneous,Large,Regular Cab Pickup,17,13,5657,3338
4362,Ford,F-250,1998,unleaded,220,8,AUTOMATIC,rear wheel drive,3,Miscellaneous,Large,Extended Cab Pickup,18,13,5657,3138
4363,Ford,F-250,1998,unleaded,220,8,AUTOMATIC,rear wheel drive,3,Miscellaneous,Large,Extended Cab Pickup,18,13,5657,3096
4364,Ford,F-250,1998,unleaded,220,8,AUTOMATIC,rear wheel drive,3,Miscellaneous,Large,Extended Cab Pickup,18,13,5657,3535
4365,Ford,F-250,1998,unleaded,220,8,MANUAL,four wheel drive,2,Miscellaneous,Large,Regular Cab Pickup,16,13,5657,3733
4366,Ford,F-250,1998,unleaded,220,8,MANUAL,four wheel drive,2,Miscellaneous,Large,Regular Cab Pickup,16,13,5657,3487
4367,Ford,F-250,1998,unleaded,220,8,MANUAL,four wheel drive,3,Miscellaneous,Large,Extended Cab Pickup,16,13,5657,3269
4368,Ford,F-250,1998,unleaded,220,8,MANUAL,rear wheel drive,2,Miscellaneous,Large,Regular Cab Pickup,17,13,5657,2843
4369,Ford,F-250,1998,unleaded,220,8,AUTOMATIC,rear wheel drive,3,Miscellaneous,Large,Extended Cab Pickup,18,13,5657,3395
4370,Ford,F-250,1998,unleaded,220,8,MANUAL,four wheel drive,2,Miscellaneous,Large,Regular Cab Pickup,16,13,5657,3099
4371,Ford,F-250,1998,unleaded,220,8,MANUAL,four wheel drive,3,Miscellaneous,Large,Extended Cab Pickup,16,13,5657,3471
4372,Ford,F-250,1998,unleaded,220,8,MANUAL,rear wheel drive,2,Miscellaneous,Large,Regular Cab Pickup,17,13,5657,3199
4373,Ford,F-250,1998,unleaded,220,8,MANUAL,rear wheel drive,2,Miscellaneous,Large,Regular Cab Pickup,17,13,5657,2817
4374,Ford,F-250,1998,unleaded,220,8,MANUAL,four wheel drive,2,Miscellaneous,Large,Regular Cab Pickup,16,13,5657,3223
4375,Ford,F-250,1998,unleaded,220,8,MANUAL,four wheel drive,3,Miscellaneous,Large,Extended Cab Pickup,16,13,5657,3764
4376,Ford,F-250,1998,unleaded,220,8,MANUAL,four wheel drive,3,Miscellaneous,Large,Extended Cab Pickup,16,13,5657,3822
4377,Ford,F-250,1999,unleaded,220,8,MANUAL,rear wheel drive,2,Miscellaneous,Large,Regular Cab Pickup,17,13,5657,3251
4378,Ford,F-250,1999,unleaded,220,8,AUTOMATIC,rear wheel drive,2,Miscellaneous,Large,Regular Cab Pickup,17,12,5657,3550
4379,Ford,F-250,1999,unleaded,220,8,MANUAL,four wheel drive,2,Miscellaneous,Large,Regular Cab Pickup,16,12,5657,3269
4380,Ford,F-250,1999,unleaded,220,8,AUTOMATIC,four wheel drive,4,Miscellaneous,Large,Extended Cab Pickup,15,12,5657,4078
4381,Ford,F-250,1999,unleaded,220,8,MANUAL,rear wheel drive,4,Miscellaneous,Large,Extended Cab Pickup,17,13,5657,3241
4382,Ford,F-250,1999,unleaded,220,8,MANUAL,four wheel drive,2,Miscellaneous,Large,Regular Cab Pickup,16,12,5657,3583
4383,Ford,F-250,1999,unleaded,220,8,MANUAL,four wheel drive,4,Miscellaneous,Large,Extended Cab Pickup,16,12,5657,3542
4384,Ford,F-250,1999,unleaded,220,8,MANUAL,rear wheel drive,4,Miscellaneous,Large,Extended Cab Pickup,17,13,5657,3560
4385,Ford,F-250,1999,unleaded,220,8,MANUAL,rear wheel drive,2,Miscellaneous,Large,Regular Cab Pickup,17,13,5657,2922
4386,Ford,F-250,1999,unleaded,220,8,MANUAL,rear wheel drive,4,Miscellaneous,Large,Extended Cab Pickup,17,13,5657,3188
4387,Ford,F-250,1999,unleaded,220,8,MANUAL,four wheel drive,2,Miscellaneous,Large,Regular Cab Pickup,16,12,5657,3192
4388,Ford,F-250,1999,unleaded,220,8,AUTOMATIC,four wheel drive,2,Miscellaneous,Large,Regular Cab Pickup,15,12,5657,3878
4389,Ford,F-250,1999,unleaded,220,8,AUTOMATIC,rear wheel drive,4,Miscellaneous,Large,Extended Cab Pickup,17,12,5657,3752
4390,Ford,F-250,1999,unleaded,220,8,MANUAL,four wheel drive,4,Miscellaneous,Large,Extended Cab Pickup,16,12,5657,3572
4391,Ford,F-250,1999,unleaded,220,8,MANUAL,four wheel drive,4,Miscellaneous,Large,Extended Cab Pickup,16,12,5657,3908
4392,Ford,F-250,1999,unleaded,220,8,MANUAL,rear wheel drive,2,Miscellaneous,Large,Regular Cab Pickup,17,13,5657,2923
4393,Ferrari,F12 Berlinetta,2013,unleaded,731,12,AUTOMATED_MANUAL,rear wheel drive,2,Exotic,Midsize,Coupe,16,11,2774,315888
4394,Ferrari,F12 Berlinetta,2014,unleaded,731,12,AUTOMATED_MANUAL,rear wheel drive,2,Exotic,Midsize,Coupe,16,11,2774,315888
4395,Ferrari,F12 Berlinetta,2015,unleaded,731,12,AUTOMATED_MANUAL,rear wheel drive,2,Exotic,Midsize,Coupe,16,11,2774,319995
4396,Ferrari,F430,2007,unleaded,483,8,MANUAL,rear wheel drive,2,Exotic,Compact,Coupe,16,11,2774,173079
4397,Ferrari,F430,2007,unleaded,483,8,AUTOMATED_MANUAL,rear wheel drive,2,Exotic,Compact,Convertible,16,11,2774,211525
4398,Ferrari,F430,2007,unleaded,483,8,AUTOMATED_MANUAL,rear wheel drive,2,Exotic,Compact,Coupe,16,11,2774,234945
4399,Ferrari,F430,2007,unleaded,483,8,AUTOMATED_MANUAL,rear wheel drive,2,Exotic,Compact,Coupe,16,11,2774,184309
4400,Ferrari,F430,2007,unleaded,483,8,MANUAL,rear wheel drive,2,Exotic,Compact,Convertible,16,11,2774,201213
4401,Ferrari,F430,2008,unleaded,483,8,AUTOMATED_MANUAL,rear wheel drive,2,Exotic,Compact,Coupe,16,11,2774,199054
4402,Ferrari,F430,2008,unleaded,483,8,MANUAL,rear wheel drive,2,Exotic,Compact,Convertible,16,11,2774,217310
4403,Ferrari,F430,2008,unleaded,483,8,AUTOMATED_MANUAL,rear wheel drive,2,Exotic,Compact,Convertible,16,11,2774,228447
4404,Ferrari,F430,2008,unleaded,483,8,MANUAL,rear wheel drive,2,Exotic,Compact,Coupe,16,11,2774,186925
4405,Ferrari,F430,2009,unleaded,483,8,AUTOMATED_MANUAL,rear wheel drive,2,Exotic,Compact,Coupe,16,11,2774,200054
4406,Ferrari,F430,2009,unleaded,483,8,MANUAL,rear wheel drive,2,Exotic,Compact,Convertible,16,11,2774,218310
4407,Ferrari,F430,2009,unleaded,483,8,MANUAL,rear wheel drive,2,Exotic,Compact,Coupe,16,11,2774,187925
4408,Ferrari,F430,2009,unleaded,483,8,AUTOMATED_MANUAL,rear wheel drive,2,Exotic,Compact,Convertible,16,11,2774,229447
4409,Ford,Festiva,1991,unleaded,63,4,MANUAL,front wheel drive,2,Hatchback,Compact,2dr Hatchback,38,30,5657,2000
4410,Ford,Festiva,1992,unleaded,63,4,MANUAL,front wheel drive,2,Hatchback,Compact,2dr Hatchback,37,30,5657,2000
4411,Ford,Festiva,1993,unleaded,63,4,MANUAL,front wheel drive,2,Hatchback,Compact,2dr Hatchback,38,30,5657,2000
4412,Ferrari,FF,2014,unleaded,651,12,AUTOMATED_MANUAL,all wheel drive,2,Exotic,Large,Coupe,16,11,2774,295000
4413,Ferrari,FF,2015,unleaded,651,12,AUTOMATED_MANUAL,all wheel drive,2,Exotic,Large,Coupe,16,11,2774,295000
4414,Ford,Fiesta,2015,unleaded,120,4,MANUAL,front wheel drive,4,Miscellaneous,Compact,Sedan,36,28,5657,18405
4415,Ford,Fiesta,2015,unleaded,197,4,MANUAL,front wheel drive,4,Hatchback,Compact,4dr Hatchback,35,26,5657,21435
4416,Ford,Fiesta,2015,unleaded,120,4,MANUAL,front wheel drive,4,Miscellaneous,Compact,Sedan,36,28,5657,15685
4417,Ford,Fiesta,2015,unleaded,120,4,MANUAL,front wheel drive,4,Hatchback,Compact,4dr Hatchback,36,28,5657,16085
4418,Ford,Fiesta,2015,unleaded,120,4,MANUAL,front wheel drive,4,Miscellaneous,Compact,Sedan,36,28,5657,14455
4419,Ford,Fiesta,2015,unleaded,120,4,MANUAL,front wheel drive,4,Hatchback,Compact,4dr Hatchback,36,28,5657,14855
4420,Ford,Fiesta,2015,unleaded,120,4,MANUAL,front wheel drive,4,Hatchback,Compact,4dr Hatchback,36,28,5657,18805
4421,Ford,Fiesta,2016,unleaded,120,4,MANUAL,front wheel drive,4,Hatchback,Compact,4dr Hatchback,35,27,5657,14880
4422,Ford,Fiesta,2016,unleaded,120,4,MANUAL,front wheel drive,4,Hatchback,Compact,4dr Hatchback,35,27,5657,16110
4423,Ford,Fiesta,2016,unleaded,120,4,MANUAL,front wheel drive,4,Hatchback,Compact,4dr Hatchback,35,27,5657,18830
4424,Ford,Fiesta,2016,unleaded,120,4,MANUAL,front wheel drive,4,Miscellaneous,Compact,Sedan,35,27,5657,15810
4425,Ford,Fiesta,2016,unleaded,120,4,MANUAL,front wheel drive,4,Miscellaneous,Compact,Sedan,35,27,5657,14580
4426,Ford,Fiesta,2016,unleaded,120,4,MANUAL,front wheel drive,4,Miscellaneous,Compact,Sedan,35,27,5657,18530
4427,Ford,Fiesta,2016,unleaded,197,4,MANUAL,front wheel drive,4,Hatchback,Compact,4dr Hatchback,32,26,5657,21460
4428,Ford,Fiesta,2017,unleaded,120,4,MANUAL,front wheel drive,4,Hatchback,Compact,4dr Hatchback,35,27,5657,15660
4429,Ford,Fiesta,2017,unleaded,120,4,AUTOMATED_MANUAL,front wheel drive,4,Hatchback,Compact,4dr Hatchback,36,27,5657,19420
4430,Ford,Fiesta,2017,unleaded,197,4,MANUAL,front wheel drive,4,Hatchback,Compact,4dr Hatchback,32,26,5657,21610
4431,Ford,Fiesta,2017,unleaded,120,4,MANUAL,front wheel drive,4,Hatchback,Compact,4dr Hatchback,35,27,5657,14430
4432,Ford,Fiesta,2017,unleaded,120,4,MANUAL,front wheel drive,4,Miscellaneous,Compact,Sedan,35,27,5657,14130
4433,Ford,Fiesta,2017,unleaded,120,4,MANUAL,front wheel drive,4,Miscellaneous,Compact,Sedan,35,27,5657,15360
4434,Ford,Fiesta,2017,unleaded,120,4,AUTOMATED_MANUAL,front wheel drive,4,Miscellaneous,Compact,Sedan,36,27,5657,19120
4435,Pontiac,Firebird,2000,unleaded,200,6,MANUAL,rear wheel drive,2,Hatchback,Midsize,2dr Hatchback,28,17,210,4677
4436,Pontiac,Firebird,2000,unleaded,200,6,MANUAL,rear wheel drive,2,Performance,Midsize,Convertible,28,17,210,5844
4437,Pontiac,Firebird,2001,unleaded,310,8,AUTOMATIC,rear wheel drive,2,Hatchback,Midsize,2dr Hatchback,23,16,210,24035
4438,Pontiac,Firebird,2001,unleaded,200,6,MANUAL,rear wheel drive,2,Performance,Midsize,Convertible,28,17,210,25475
4439,Pontiac,Firebird,2001,unleaded,310,8,AUTOMATIC,rear wheel drive,2,Factory Tuner,Midsize,Convertible,23,16,210,31215
4440,Pontiac,Firebird,2001,unleaded,200,6,MANUAL,rear wheel drive,2,Hatchback,Midsize,2dr Hatchback,28,17,210,18855
4441,Pontiac,Firebird,2001,unleaded,310,8,AUTOMATIC,rear wheel drive,2,Hatchback,Midsize,2dr Hatchback,23,16,210,27145
4442,Pontiac,Firebird,2002,unleaded,310,8,AUTOMATIC,rear wheel drive,2,Factory Tuner,Midsize,Convertible,23,16,210,32095
4443,Pontiac,Firebird,2002,unleaded,310,8,AUTOMATIC,rear wheel drive,2,Hatchback,Midsize,2dr Hatchback,23,16,210,25995
4444,Pontiac,Firebird,2002,unleaded,310,8,AUTOMATIC,rear wheel drive,2,Hatchback,Midsize,2dr Hatchback,23,16,210,28025
4445,Pontiac,Firebird,2002,unleaded,200,6,MANUAL,rear wheel drive,2,Hatchback,Midsize,2dr Hatchback,29,17,210,20050
4446,Pontiac,Firebird,2002,unleaded,200,6,AUTOMATIC,rear wheel drive,2,Miscellaneous,Midsize,Convertible,28,17,210,26965
4447,Honda,Fit,2015,unleaded,130,4,MANUAL,front wheel drive,4,Hatchback,Compact,4dr Hatchback,37,29,2202,15650
4448,Honda,Fit,2015,unleaded,130,4,MANUAL,front wheel drive,4,Hatchback,Compact,4dr Hatchback,37,29,2202,17560
4449,Honda,Fit,2015,unleaded,130,4,AUTOMATIC,front wheel drive,4,Hatchback,Compact,4dr Hatchback,38,32,2202,19925
4450,Honda,Fit,2015,unleaded,130,4,AUTOMATIC,front wheel drive,4,Hatchback,Compact,4dr Hatchback,38,32,2202,20925
4451,Honda,Fit,2015,unleaded,130,4,AUTOMATIC,front wheel drive,4,Hatchback,Compact,4dr Hatchback,41,33,2202,16450
4452,Honda,Fit,2015,unleaded,130,4,AUTOMATIC,front wheel drive,4,Hatchback,Compact,4dr Hatchback,38,32,2202,18360
4453,Honda,Fit,2016,unleaded,130,4,AUTOMATIC,front wheel drive,4,Hatchback,Compact,4dr Hatchback,38,32,2202,21165
4454,Honda,Fit,2016,unleaded,130,4,AUTOMATIC,front wheel drive,4,Hatchback,Compact,4dr Hatchback,38,32,2202,20165
4455,Honda,Fit,2016,unleaded,130,4,AUTOMATIC,front wheel drive,4,Hatchback,Compact,4dr Hatchback,41,33,2202,16690
4456,Honda,Fit,2016,unleaded,130,4,AUTOMATIC,front wheel drive,4,Hatchback,Compact,4dr Hatchback,38,32,2202,18600
4457,Honda,Fit,2016,unleaded,130,4,MANUAL,front wheel drive,4,Hatchback,Compact,4dr Hatchback,37,29,2202,17800
4458,Honda,Fit,2016,unleaded,130,4,MANUAL,front wheel drive,4,Hatchback,Compact,4dr Hatchback,37,29,2202,15890
4459,Honda,Fit,2017,unleaded,130,4,AUTOMATIC,front wheel drive,4,Hatchback,Compact,4dr Hatchback,37,32,2202,20265
4460,Honda,Fit,2017,unleaded,130,4,AUTOMATIC,front wheel drive,4,Hatchback,Compact,4dr Hatchback,40,33,2202,16790
4461,Honda,Fit,2017,unleaded,130,4,AUTOMATIC,front wheel drive,4,Hatchback,Compact,4dr Hatchback,37,32,2202,21265
4462,Honda,Fit,2017,unleaded,130,4,MANUAL,front wheel drive,4,Hatchback,Compact,4dr Hatchback,36,29,2202,17900
4463,Honda,Fit,2017,unleaded,130,4,MANUAL,front wheel drive,4,Hatchback,Compact,4dr Hatchback,36,29,2202,15990
4464,Honda,Fit,2017,unleaded,130,4,AUTOMATIC,front wheel drive,4,Hatchback,Compact,4dr Hatchback,37,32,2202,18700
4465,Ford,Five Hundred,2005,unleaded,203,6,AUTOMATIC,front wheel drive,4,Miscellaneous,Large,Sedan,26,19,5657,24165
4466,Ford,Five Hundred,2005,unleaded,203,6,AUTOMATIC,all wheel drive,4,Miscellaneous,Large,Sedan,23,17,5657,23965
4467,Ford,Five Hundred,2005,unleaded,203,6,AUTOMATIC,front wheel drive,4,Miscellaneous,Large,Sedan,26,19,5657,26290
4468,Ford,Five Hundred,2005,unleaded,203,6,AUTOMATIC,front wheel drive,4,Miscellaneous,Large,Sedan,26,19,5657,22165
4469,Ford,Five Hundred,2005,unleaded,203,6,AUTOMATIC,all wheel drive,4,Miscellaneous,Large,Sedan,23,17,5657,28090
4470,Ford,Five Hundred,2005,unleaded,203,6,AUTOMATIC,all wheel drive,4,Miscellaneous,Large,Sedan,23,17,5657,25965
4471,Ford,Five Hundred,2006,unleaded,203,6,AUTOMATIC,front wheel drive,4,Miscellaneous,Large,Sedan,26,19,5657,24230
4472,Ford,Five Hundred,2006,unleaded,203,6,AUTOMATIC,front wheel drive,4,Miscellaneous,Large,Sedan,25,18,5657,22230
4473,Ford,Five Hundred,2006,unleaded,203,6,AUTOMATIC,all wheel drive,4,Miscellaneous,Large,Sedan,23,17,5657,28230
4474,Ford,Five Hundred,2006,unleaded,203,6,AUTOMATIC,all wheel drive,4,Miscellaneous,Large,Sedan,23,17,5657,24080
4475,Ford,Five Hundred,2006,unleaded,203,6,AUTOMATIC,front wheel drive,4,Miscellaneous,Large,Sedan,26,19,5657,26380
4476,Ford,Five Hundred,2006,unleaded,203,6,AUTOMATIC,all wheel drive,4,Miscellaneous,Large,Sedan,23,17,5657,26080
4477,Ford,Five Hundred,2007,unleaded,203,6,AUTOMATIC,all wheel drive,4,Miscellaneous,Large,Sedan,23,17,5657,28460
4478,Ford,Five Hundred,2007,unleaded,203,6,AUTOMATIC,all wheel drive,4,Miscellaneous,Large,Sedan,23,17,5657,24885
4479,Ford,Five Hundred,2007,unleaded,203,6,AUTOMATIC,front wheel drive,4,Miscellaneous,Large,Sedan,26,19,5657,23035
4480,Ford,Five Hundred,2007,unleaded,203,6,AUTOMATIC,front wheel drive,4,Miscellaneous,Large,Sedan,26,19,5657,26610
4481,Toyota,FJ Cruiser,2012,unleaded,260,6,AUTOMATIC,four wheel drive,4,Miscellaneous,Midsize,4dr SUV,20,17,2031,27705
4482,Toyota,FJ Cruiser,2012,unleaded,260,6,MANUAL,four wheel drive,4,Miscellaneous,Midsize,4dr SUV,18,15,2031,27295
4483,Toyota,FJ Cruiser,2012,unleaded,260,6,AUTOMATIC,rear wheel drive,4,Miscellaneous,Midsize,4dr SUV,20,17,2031,26115
4484,Toyota,FJ Cruiser,2013,unleaded,260,6,AUTOMATIC,rear wheel drive,4,Miscellaneous,Midsize,4dr SUV,20,16,2031,27030
4485,Toyota,FJ Cruiser,2013,unleaded,260,6,AUTOMATIC,four wheel drive,4,Miscellaneous,Midsize,4dr SUV,20,17,2031,28620
4486,Toyota,FJ Cruiser,2013,unleaded,260,6,MANUAL,four wheel drive,4,Miscellaneous,Midsize,4dr SUV,18,15,2031,28210
4487,Toyota,FJ Cruiser,2014,unleaded,260,6,AUTOMATIC,four wheel drive,4,Miscellaneous,Midsize,4dr SUV,20,17,2031,29270
4488,Toyota,FJ Cruiser,2014,unleaded,260,6,AUTOMATIC,rear wheel drive,4,Miscellaneous,Midsize,4dr SUV,20,16,2031,27680
4489,Toyota,FJ Cruiser,2014,unleaded,260,6,MANUAL,four wheel drive,4,Miscellaneous,Midsize,4dr SUV,18,15,2031,28860
4490,Cadillac,Fleetwood,1994,unleaded,260,8,AUTOMATIC,rear wheel drive,4,Luxury,Large,Sedan,23,15,1624,2000
4491,Cadillac,Fleetwood,1995,unleaded,260,8,AUTOMATIC,rear wheel drive,4,Luxury,Large,Sedan,23,15,1624,2000
4492,Cadillac,Fleetwood,1996,unleaded,260,8,AUTOMATIC,rear wheel drive,4,Luxury,Large,Sedan,24,15,1624,2158
4493,Ford,Flex,2015,unleaded,287,6,AUTOMATIC,front wheel drive,4,Crossover,Large,Wagon,25,18,5657,32100
4494,Ford,Flex,2015,unleaded,287,6,AUTOMATIC,front wheel drive,4,Crossover,Large,Wagon,25,18,5657,29100
4495,Ford,Flex,2015,unleaded,287,6,AUTOMATIC,front wheel drive,4,Crossover,Large,Wagon,25,18,5657,37700
4496,Ford,Flex,2015,unleaded,287,6,AUTOMATIC,all wheel drive,4,Crossover,Large,Wagon,23,17,5657,39650
4497,Ford,Flex,2015,unleaded,287,6,AUTOMATIC,all wheel drive,4,Crossover,Large,Wagon,23,17,5657,34050
4498,Ford,Flex,2015,unleaded,365,6,AUTOMATIC,all wheel drive,4,Crossover,Large,Wagon,23,16,5657,42400
4499,Ford,Flex,2016,unleaded,365,6,AUTOMATIC,all wheel drive,4,Crossover,Large,Wagon,21,15,5657,42600
4500,Ford,Flex,2016,unleaded,287,6,AUTOMATIC,front wheel drive,4,Crossover,Large,Wagon,23,16,5657,32300
4501,Ford,Flex,2016,unleaded,287,6,AUTOMATIC,front wheel drive,4,Crossover,Large,Wagon,23,16,5657,29600
4502,Ford,Flex,2016,unleaded,287,6,AUTOMATIC,all wheel drive,4,Crossover,Large,Wagon,22,16,5657,34250
4503,Ford,Flex,2016,unleaded,287,6,AUTOMATIC,all wheel drive,4,Crossover,Large,Wagon,22,16,5657,39750
4504,Ford,Flex,2016,unleaded,287,6,AUTOMATIC,front wheel drive,4,Crossover,Large,Wagon,23,16,5657,37800
4505,Ford,Flex,2017,unleaded,365,6,AUTOMATIC,all wheel drive,4,Crossover,Large,Wagon,21,15,5657,43030
4506,Ford,Flex,2017,unleaded,287,6,AUTOMATIC,all wheel drive,4,Crossover,Large,Wagon,22,16,5657,40180
